account,id,name,full_name,owner_login,html_url,clone_url,ssh_url,description,homepage,topics,private,visibility,fork,archived,disabled,is_template,created_at,updated_at,pushed_at,size_kb,language,default_branch,stargazers_count,watchers_count,forks_count,open_issues_count,license_spdx_id,license_name,latest_commit_sha,latest_commit_date,latest_commit_message,latest_commit_author
uber,204529381,.github,uber/.github,uber,https://github.com/uber/.github,https://github.com/uber/.github.git,git@github.com:uber/.github.git,,,,False,public,False,False,False,False,2019-08-26T17:44:20Z,2026-01-12T20:31:13Z,2026-01-12T20:30:47Z,11,,master,0,0,2,0,,,660318e290e33baa85ea58d6388499016ea4bf1c,2026-01-12T20:30:46Z,Update CODE_OF_CONDUCT.md,Chris Howard
uber,14990690,airlock,uber/airlock,uber,https://github.com/uber/airlock,https://github.com/uber/airlock.git,git@github.com:uber/airlock.git,A prober to probe HTTP based backends for health,,,False,public,False,False,False,False,2013-12-06T18:54:10Z,2023-05-26T16:28:21Z,2020-05-01T22:43:29Z,34,JavaScript,master,47,47,9,2,MIT,MIT License,2069f114240e073889abad823ae0a2f15f480019,2020-05-01T22:43:28Z,Update README.md,zhijinli
uber,88096946,android-template,uber/android-template,uber,https://github.com/uber/android-template,https://github.com/uber/android-template.git,git@github.com:uber/android-template.git,This template provides a starting point for open source Android projects at Uber.,,,False,public,False,False,False,True,2017-04-12T21:17:23Z,2025-12-06T17:48:50Z,2021-05-12T17:30:38Z,158,Java,master,128,128,61,6,Apache-2.0,Apache License 2.0,14c00cd176c73a769e2c55ca55e09ce5315f5bd8,2021-05-12T17:30:38Z,Merge pull request #19 from uKetki/add_gh_actions,Ty Smith
uber,73927468,arachne,uber/arachne,uber,https://github.com/uber/arachne,https://github.com/uber/arachne.git,git@github.com:uber/arachne.git,"An always-on framework that performs end-to-end functional network testing for reachability, latency, and packet loss",,arachne;cloud;data-center;latency;monitoring;network-monitoring;networking;packet-loss;reachability;reliability,False,public,False,False,False,False,2016-11-16T14:21:29Z,2025-09-02T00:13:37Z,2024-04-08T15:54:12Z,123,Go,master,395,395,29,5,MIT,MIT License,c5fcff73f1eea2cde109c5cec2bc6f806291e31b,2019-06-28T22:16:20Z,Config file update (#34),prabhuhari
uber,35919019,arcanist,uber/arcanist,uber,https://github.com/uber/arcanist,https://github.com/uber/arcanist.git,git@github.com:uber/arcanist.git,Command line interface for Phabricator,http://www.phabricator.com/docs/arcanist/,,False,public,True,False,False,False,2015-05-20T01:42:52Z,2025-04-22T10:46:15Z,2026-01-23T00:07:44Z,9851,PHP,master,29,29,37,13,Apache-2.0,Apache License 2.0,a76f3a3714b6a996e30d0efce4e7baa6825baa5a,2025-04-22T10:46:09Z,[master branch] Implement automatically-convert-non-utf flag to automatically convert invalid UTF-8 sequences to binary. (#294),YurchevskyRoman
uber,149626591,aresdb,uber/aresdb,uber,https://github.com/uber/aresdb,https://github.com/uber/aresdb.git,git@github.com:uber/aresdb.git,A GPU-powered real-time analytics storage and query engine. ,https://eng.uber.com/aresdb/,analytics;cgo;cuda;data;database;golang;gpu-programming;query;real-time;storage,False,public,False,False,False,False,2018-09-20T14:56:46Z,2026-01-10T06:52:39Z,2024-07-13T08:54:26Z,13032,Go,master,3079,3079,235,30,Apache-2.0,Apache License 2.0,a8d2aedc6850b10a6cc9381ba780800290b2756d,2020-04-23T20:50:56Z,add middleware support (#365),Jian Shen
uber,609191209,aristotle,uber/aristotle,uber,https://github.com/uber/aristotle,https://github.com/uber/aristotle.git,git@github.com:uber/aristotle.git,Uber Fork of Aristotle - for contribution purposes,,,False,public,True,False,False,False,2023-03-03T15:10:39Z,2025-10-08T19:54:42Z,2025-10-08T19:56:48Z,733,Python,master,3,3,2,0,Apache-2.0,Apache License 2.0,e32fea1d5085ca463805bdf8c5f57c783d09af40,2025-10-08T19:47:44Z,Merge branch 'secureworks:master' into master,whartond
uber,109941637,artist,uber/artist,uber,https://github.com/uber/artist,https://github.com/uber/artist.git,git@github.com:uber/artist.git,An artist creates views. Artist is a Gradle plugin that codegens a base set of Android Views.,,android;codegen;kotlin;plugin;view,False,public,False,False,False,False,2017-11-08T07:20:20Z,2025-12-14T22:10:38Z,2023-07-27T20:52:57Z,533,Kotlin,master,211,211,18,4,Apache-2.0,Apache License 2.0,000f33e4812df8102e5c7ee4ea86335eb8e574b3,2023-07-27T20:52:48Z,Prepare next development version.,alejandro.sanchez
uber,135825824,assume-role-cli,uber/assume-role-cli,uber,https://github.com/uber/assume-role-cli,https://github.com/uber/assume-role-cli.git,git@github.com:uber/assume-role-cli.git,CLI for AssumeRole is a tool for running programs with temporary credentials from AWS's AssumeRole API.,,,False,public,False,False,False,False,2018-06-02T14:44:57Z,2025-06-19T10:11:00Z,2023-03-19T22:42:17Z,82,Go,master,49,49,13,12,Apache-2.0,Apache License 2.0,c71e18cadd62fd99c4dc504e7896248e125836ff,2020-06-16T09:49:13Z,Fix install instructions,Daniel Simmons
uber,149765255,astro,uber/astro,uber,https://github.com/uber/astro,https://github.com/uber/astro.git,git@github.com:uber/astro.git,Astro is a tool for managing multiple Terraform executions as a single command,,,False,public,False,False,False,False,2018-09-21T13:10:19Z,2025-12-09T01:13:05Z,2023-03-19T22:42:53Z,202,Go,master,434,434,31,23,Apache-2.0,Apache License 2.0,a16ed4ddcc66eeeeea8b9db5a26ef4a8412e3cec,2020-01-16T17:28:03Z,Add release target to Makefile (#62),btromanova
