account,id,name,full_name,owner_login,html_url,clone_url,ssh_url,description,homepage,topics,private,visibility,fork,archived,disabled,is_template,created_at,updated_at,pushed_at,size_kb,language,default_branch,stargazers_count,watchers_count,forks_count,open_issues_count,license_spdx_id,license_name,latest_commit_sha,latest_commit_date,latest_commit_message,latest_commit_author
airbnb,305820026,.github,airbnb/.github,airbnb,https://github.com/airbnb/.github,https://github.com/airbnb/.github.git,git@github.com:airbnb/.github.git,.github files that are inherited by all org repos unless specifically included in a repo,,,False,public,False,False,False,False,2020-10-20T20:01:19Z,2026-01-07T13:03:29Z,2024-02-15T07:47:41Z,1,,main,4,4,13,1,,,fea0f276e7749f12c4c7835f75c010b54ec57053,2022-02-03T20:26:00Z,Adding a SECURITY.md,Madison Capps
airbnb,35507603,aerosolve,airbnb/aerosolve,airbnb,https://github.com/airbnb/aerosolve,https://github.com/airbnb/aerosolve.git,git@github.com:airbnb/aerosolve.git,A machine learning package built for humans.,http://airbnb.github.io/aerosolve/,,False,public,False,False,False,False,2015-05-12T19:11:57Z,2026-01-27T01:35:48Z,2025-11-06T00:53:40Z,6891,Scala,master,4800,4800,563,10,Apache-2.0,Apache License 2.0,1eabbbc078de4b384e26445a06632189b71424bb,2025-07-14T20:50:12Z,Update Hadoop client version,Tiberiu Popa
airbnb,88910481,airbnb-spark-thrift,airbnb/airbnb-spark-thrift,airbnb,https://github.com/airbnb/airbnb-spark-thrift,https://github.com/airbnb/airbnb-spark-thrift.git,git@github.com:airbnb/airbnb-spark-thrift.git,A library for loadling Thrift data into Spark SQL,,spark;spark-sql;spark-streaming;thrift,False,public,False,False,False,False,2017-04-20T21:06:10Z,2025-12-08T02:26:53Z,2023-03-04T01:16:31Z,52,Scala,master,43,43,11,3,Apache-2.0,Apache License 2.0,3ccdf80c5c0390d5aa4dbc35b7323c625e6d5d32,2017-04-27T23:00:17Z,Minor tuning,Liyin Tang
airbnb,30977962,AirMapView,airbnb/AirMapView,airbnb,https://github.com/airbnb/AirMapView,https://github.com/airbnb/AirMapView.git,git@github.com:airbnb/AirMapView.git,A view abstraction to provide a map user interface with various underlying map providers,http://airbnb.github.io/AirMapView/,airmapview;android;google-maps;java;map;mapbox,False,public,False,False,False,False,2015-02-18T17:50:15Z,2026-01-20T01:08:56Z,2025-11-06T00:54:12Z,8655,Java,master,1883,1883,211,26,Apache-2.0,Apache License 2.0,533d6818ad4e6119a1aa7360e6868b5d990b9934,2022-01-10T21:33:30Z,Merge pull request #158 from airbnb/gitHubActions,Andreas Rossbacher
airbnb,19467101,airpal,airbnb/airpal,airbnb,https://github.com/airbnb/airpal,https://github.com/airbnb/airpal.git,git@github.com:airbnb/airpal.git,Web UI for PrestoDB.,http://airbnb.github.io/airpal,,False,public,False,True,False,False,2014-05-05T18:51:30Z,2025-10-29T02:29:23Z,2021-05-20T15:39:40Z,9666,Java,master,2752,2752,449,87,Apache-2.0,Apache License 2.0,f79d2c1708a2d246029289b0e14fba4c7a51ef60,2021-05-20T15:39:40Z,Merge pull request #236 from etr2460/patch-1,John Bodley
airbnb,78875832,alerts,airbnb/alerts,airbnb,https://github.com/airbnb/alerts,https://github.com/airbnb/alerts.git,git@github.com:airbnb/alerts.git,"An example alerts repo, for use with airbnb/interferon.",,,False,public,False,False,False,False,2017-01-13T18:37:41Z,2025-10-24T10:15:42Z,2022-10-19T10:17:20Z,22,Ruby,master,44,44,13,4,MIT,MIT License,3d22f943786a4de65fde62c849472c492ca71743,2017-03-31T17:01:00Z,Merge pull request #2 from airbnb/jimmy_ngo/initial_commit,jimmyngo
airbnb,5534619,android-mapviewballoons,airbnb/android-mapviewballoons,airbnb,https://github.com/airbnb/android-mapviewballoons,https://github.com/airbnb/android-mapviewballoons.git,git@github.com:airbnb/android-mapviewballoons.git,Simple information balloon annotation for Android MapView,,,False,public,True,False,False,False,2012-08-24T01:26:24Z,2021-06-15T15:13:48Z,2012-07-11T21:04:53Z,164,Java,master,18,18,5,0,Apache-2.0,Apache License 2.0,b285abb0c79dbca4e4ad8509424b836681729d6a,2012-07-11T20:52:29Z,Update build files for ant,Fred Medlin
airbnb,94719832,anotherlens,airbnb/anotherlens,airbnb,https://github.com/airbnb/anotherlens,https://github.com/airbnb/anotherlens.git,git@github.com:airbnb/anotherlens.git,News Deeply X Airbnb.Design - Another Lens,https://airbnb.design/examining-another-lens/,,False,public,False,False,False,False,2017-06-18T23:54:00Z,2022-08-01T08:30:36Z,2017-07-27T20:17:21Z,1032,HTML,master,33,33,6,0,,,f258837769a6930e6c9a8e161e57bf4cfebf4d8a,2017-07-27T20:17:20Z,Add esc close,"Brian ""Byron"" Harrison"
airbnb,84107244,apollo-android,airbnb/apollo-android,airbnb,https://github.com/airbnb/apollo-android,https://github.com/airbnb/apollo-android.git,git@github.com:airbnb/apollo-android.git,:pager: A GraphQL client for Android (WIP),,,False,public,True,False,False,False,2017-03-06T18:33:54Z,2025-07-24T08:33:37Z,2019-12-15T18:34:01Z,136807,Java,master,21,21,7,0,MIT,MIT License,44c9f021c13099b493de3c545d63ff91c27818e8,2017-07-19T06:07:44Z,Generate operation id and add option to send to server instead of document (#569),Ben Schwab
airbnb,64990990,appear,airbnb/appear,airbnb,https://github.com/airbnb/appear,https://github.com/airbnb/appear.git,git@github.com:airbnb/appear.git,reveal terminal programs in the gui,,applescript;iterm2;macos;revealer;tmux,False,public,False,False,False,False,2016-08-05T05:28:04Z,2025-02-01T23:00:55Z,2017-08-23T22:52:49Z,1644,Ruby,master,30,30,11,2,MIT,MIT License,5397ab2e3ed4bf455aab5f2980f5eb4819e768aa,2017-08-23T22:52:45Z,README tweaks,Jake Teton-Landis
airbnb,47780857,apple-tv-auth,airbnb/apple-tv-auth,airbnb,https://github.com/airbnb/apple-tv-auth,https://github.com/airbnb/apple-tv-auth.git,git@github.com:airbnb/apple-tv-auth.git,Example application to demonstrate how to build Apple TV style authentication.,,,False,public,False,True,False,False,2015-12-10T18:49:05Z,2025-04-17T19:01:44Z,2020-03-04T19:07:56Z,11,Ruby,master,44,44,13,0,,,48def19a8f0d7b971cc5e05d83d640b320f181ad,2020-03-04T19:07:49Z,Merge pull request #2 from airbnb/mb--denote-sunset,Michael Bachand
airbnb,143961914,artificial-adversary,airbnb/artificial-adversary,airbnb,https://github.com/airbnb/artificial-adversary,https://github.com/airbnb/artificial-adversary.git,git@github.com:airbnb/artificial-adversary.git,🗣️ Tool to generate adversarial text examples and test machine learning models against them,,adversarial-examples;black-box-attacks;black-box-benchmarking;classification;data-mining;data-science;machine-learning;metrics;python;python2;python3;spam;spam-classification;spam-detection;spam-filtering;text;text-analysis;text-classification;text-mining;text-processing,False,public,False,False,False,False,2018-08-08T04:42:11Z,2026-01-04T03:55:27Z,2022-01-07T11:24:14Z,119,Python,master,401,401,56,7,MIT,MIT License,fe577e529becf90b4e8725e795f064c9523c16c3,2018-08-29T15:31:30Z,"fix file name in pypi, bumping version",Devin Soni
airbnb,39951921,audited,airbnb/audited,airbnb,https://github.com/airbnb/audited,https://github.com/airbnb/audited.git,git@github.com:airbnb/audited.git,Audited (formerly acts_as_audited) is an ORM extension that logs all changes to your Rails models.,,,False,public,True,False,False,False,2015-07-30T13:26:19Z,2025-12-31T15:15:34Z,2015-07-30T13:26:57Z,737,Ruby,master,13,13,4,0,MIT,MIT License,9768d52be1a1b29cf9cf6d067ec7a0a7904d7f0a,2015-03-31T19:54:20Z,Merge pull request #213 from collectiveidea/prep-42,Daniel Morrison
airbnb,361008206,autoscaler,airbnb/autoscaler,airbnb,https://github.com/airbnb/autoscaler,https://github.com/airbnb/autoscaler.git,git@github.com:airbnb/autoscaler.git,Autoscaling components for Kubernetes,,,False,public,True,False,False,False,2021-04-23T21:20:38Z,2022-08-01T18:40:04Z,2024-08-24T00:48:20Z,261621,Go,master,7,7,6,2,Apache-2.0,Apache License 2.0,c147ba9a2e375230b41bb720da46a7d7ac034d3f,2021-12-04T00:59:39Z,Merge pull request #3 from airbnb/es--grpc-expander-plugin,Evan Sheng
airbnb,31383641,aws-cli,airbnb/aws-cli,airbnb,https://github.com/airbnb/aws-cli,https://github.com/airbnb/aws-cli.git,git@github.com:airbnb/aws-cli.git,Universal Command Line Interface for Amazon Web Services,,,False,public,True,False,False,False,2015-02-26T19:05:02Z,2021-06-15T15:17:02Z,2015-02-26T21:20:40Z,5991,Python,develop,12,12,5,0,NOASSERTION,Other,bd14d17c0d1e5cd24fe0e75da40545ad1b0f21f3,2015-02-26T17:54:34Z,Merge pull request #1186 from kyleknap/s3-grant-doc,Kyle Knapp
airbnb,72034231,babel-plugin-dynamic-import-node,airbnb/babel-plugin-dynamic-import-node,airbnb,https://github.com/airbnb/babel-plugin-dynamic-import-node,https://github.com/airbnb/babel-plugin-dynamic-import-node.git,git@github.com:airbnb/babel-plugin-dynamic-import-node.git,"Babel plugin to transpile import() to a deferred require(), for node",,,False,public,False,False,False,False,2016-10-26T18:50:00Z,2025-07-25T01:29:50Z,2023-03-04T01:43:36Z,113,JavaScript,master,574,574,46,6,MIT,MIT License,a68388870de822183218515a1adbb3e8d7fa9486,2020-04-22T11:19:15Z,[Docs] Add note about Webpack to README.md,Nicolò Ribaudo
airbnb,71096562,babel-plugin-dynamic-import-webpack,airbnb/babel-plugin-dynamic-import-webpack,airbnb,https://github.com/airbnb/babel-plugin-dynamic-import-webpack,https://github.com/airbnb/babel-plugin-dynamic-import-webpack.git,git@github.com:airbnb/babel-plugin-dynamic-import-webpack.git,"Babel plugin to transpile import() to require.ensure, for Webpack",,,False,public,False,True,False,False,2016-10-17T03:24:19Z,2026-01-02T22:44:50Z,2024-06-04T00:44:43Z,62,JavaScript,master,496,496,32,9,MIT,MIT License,6f8eddc5dd874d51199df0ff13a56bdf0bc97ecf,2024-06-04T00:20:30Z,Merge pull request #60 from airbnb/deprecation-notice,Dan Beam
airbnb,68626554,babel-plugin-inline-react-svg,airbnb/babel-plugin-inline-react-svg,airbnb,https://github.com/airbnb/babel-plugin-inline-react-svg,https://github.com/airbnb/babel-plugin-inline-react-svg.git,git@github.com:airbnb/babel-plugin-inline-react-svg.git,A babel plugin that optimizes and inlines SVGs for your React Components.,,,False,public,False,False,False,False,2016-09-19T16:55:26Z,2025-09-06T08:24:47Z,2024-07-22T18:23:52Z,124,JavaScript,master,474,474,90,35,MIT,MIT License,5efa467170f8a9529674cf91feba38b48f3b21c2,2023-12-14T21:51:36Z,[Deps] update `resolve`,Jordan Harband
airbnb,45886508,babel-preset-airbnb,airbnb/babel-preset-airbnb,airbnb,https://github.com/airbnb/babel-preset-airbnb,https://github.com/airbnb/babel-preset-airbnb.git,git@github.com:airbnb/babel-preset-airbnb.git,A babel preset for transforming your JavaScript for Airbnb,,,False,public,False,False,False,False,2015-11-10T04:06:34Z,2025-10-15T09:38:12Z,2023-10-25T08:54:51Z,127,JavaScript,master,228,228,36,3,MIT,MIT License,dbc33b08a45daee061bb0bdf8f2e6ed7c45f6154,2020-04-02T22:06:31Z,5.0.0,Miles Johnson
airbnb,27120324,Backbone-relational,airbnb/Backbone-relational,airbnb,https://github.com/airbnb/Backbone-relational,https://github.com/airbnb/Backbone-relational.git,git@github.com:airbnb/Backbone-relational.git,"Get and set relations (one-to-one, one-to-many, many-to-one) for Backbone models",http://backbonerelational.org,,False,public,True,False,False,False,2014-11-25T10:20:49Z,2022-10-30T20:42:22Z,2023-03-04T00:53:33Z,2165,JavaScript,master,20,20,10,0,MIT,MIT License,3a6bef0c4c6570f121d02fb365d8ae8d81a5864c,2014-11-25T11:04:37Z,use window instead of this,Emre Ozdemir
airbnb,6068896,backbone.baseview,airbnb/backbone.baseview,airbnb,https://github.com/airbnb/backbone.baseview,https://github.com/airbnb/backbone.baseview.git,git@github.com:airbnb/backbone.baseview.git,DEPRECATED: A simple base view class for Backbone.View,,,False,public,False,False,False,False,2012-10-04T00:29:10Z,2025-02-06T16:39:20Z,2012-10-04T18:06:40Z,106,JavaScript,master,35,35,12,0,NOASSERTION,Other,d03bba5b914c5808dc0f7806a92b89a86cfb3c83,2012-10-04T18:06:20Z,adding LICENSE,Spike Brehm
airbnb,3372150,backpack,airbnb/backpack,airbnb,https://github.com/airbnb/backpack,https://github.com/airbnb/backpack.git,git@github.com:airbnb/backpack.git,A pack of UI components for Backbone projects. Grab your backpack and enjoy the Views.,http://airbnb.github.io/backpack/,,False,public,False,False,False,False,2012-02-06T23:09:49Z,2025-12-20T09:02:20Z,2023-03-04T01:08:10Z,1433,HTML,master,223,223,24,1,NOASSERTION,Other,b71486164cbead0e5af0b2a4b71b16468c3a3d38,2016-04-03T16:12:07Z,Add deprecation notice.,Jordan Harband
airbnb,10089669,billow,airbnb/billow,airbnb,https://github.com/airbnb/billow,https://github.com/airbnb/billow.git,git@github.com:airbnb/billow.git,Query AWS data without API credentials. Don't wait for a response.,,,False,public,False,False,False,False,2013-05-15T23:02:42Z,2026-01-22T13:13:46Z,2026-01-20T18:04:16Z,113,Java,master,40,40,26,11,Apache-2.0,Apache License 2.0,a571055655582d58764045a86e441cd0e072645f,2026-01-12T18:32:01Z,Add configurationEndpoint field to EC response (#69),Jonathan Silva
airbnb,97053386,binaryalert,airbnb/binaryalert,airbnb,https://github.com/airbnb/binaryalert,https://github.com/airbnb/binaryalert.git,git@github.com:airbnb/binaryalert.git,"BinaryAlert: Serverless, Real-time & Retroactive Malware Detection.",https://binaryalert.io,aws;lambda;malware-detection;security;serverless;terraform;yara,False,public,False,False,False,False,2017-07-12T21:27:13Z,2026-01-12T17:17:58Z,2023-12-12T18:28:30Z,39874,Python,master,1444,1444,183,43,Apache-2.0,Apache License 2.0,a9c0f06affc35e1f8e45bb77f835b92350c68a0b,2020-01-23T22:49:53Z,Upgrades terraform modules to Terraform 0.12.9 (#156),Ryxias
airbnb,77260759,bossbat,airbnb/bossbat,airbnb,https://github.com/airbnb/bossbat,https://github.com/airbnb/bossbat.git,git@github.com:airbnb/bossbat.git,"Stupid simple distributed job scheduling in node, backed by redis.",,,False,public,False,False,False,False,2016-12-24T02:10:02Z,2025-11-30T13:45:41Z,2023-03-04T02:04:23Z,71,JavaScript,master,117,117,21,2,MIT,MIT License,1352bc8d783fae8b9703c82f7a7be2414f0cd57f,2017-08-01T15:24:09Z,1.2.0,Jordan Gensler
airbnb,25489332,brace,airbnb/brace,airbnb,https://github.com/airbnb/brace,https://github.com/airbnb/brace.git,git@github.com:airbnb/brace.git,browserify compatible version of the ace editor.,http://thlorenz.github.io/brace/,,False,public,True,False,False,False,2014-10-20T22:21:02Z,2025-06-05T06:04:46Z,2023-03-04T00:51:27Z,4561,JavaScript,master,8,8,6,0,MIT,MIT License,912a6c3a912ee1d339419836f683c2b4a451e712,2014-10-21T18:49:15Z,Undo whitespace changes,Adrian Wisernig
airbnb,17463058,brakeman,airbnb/brakeman,airbnb,https://github.com/airbnb/brakeman,https://github.com/airbnb/brakeman.git,git@github.com:airbnb/brakeman.git,A static analysis security vulnerability scanner for Ruby on Rails applications,http://brakemanscanner.org/,,False,public,True,False,False,False,2014-03-06T02:13:39Z,2024-04-03T23:34:05Z,2014-03-06T02:02:17Z,11677,Ruby,master,17,17,7,0,MIT,MIT License,54efaeb655841f2c526d9d243e41601e2614598c,2014-03-06T01:29:58Z,"In JSON reports, sort warnings by fingerprint for more consistency between reports.",Jeff Yip
airbnb,65946246,browser-shims,airbnb/browser-shims,airbnb,https://github.com/airbnb/browser-shims,https://github.com/airbnb/browser-shims.git,git@github.com:airbnb/browser-shims.git,Browser and JS shims used by Airbnb.,,browser-shims;polyfill,False,public,False,False,False,False,2016-08-17T22:22:55Z,2025-10-15T09:38:17Z,2023-03-04T01:31:05Z,80,JavaScript,master,119,119,18,0,MIT,MIT License,bd6b79a5737a7db52ae4d02c10c6a50413d17798,2019-08-21T00:54:02Z,v3.3.0,Brie
airbnb,70729633,buck,airbnb/buck,airbnb,https://github.com/airbnb/buck,https://github.com/airbnb/buck.git,git@github.com:airbnb/buck.git,"A fast build system that encourages the creation of small, reusable modules over a variety of platforms and languages.",https://buckbuild.com,,False,public,True,False,False,False,2016-10-12T18:33:01Z,2022-11-06T21:32:11Z,2022-08-23T20:23:35Z,1462194,Java,airbnb-ios,27,27,6,0,Apache-2.0,Apache License 2.0,02923b2927b668eb4e1968507c6f1fbc410ee6c5,2022-08-23T20:23:35Z,Merge pull request #48 from airbnb/sh/add-support-for-python-3.10,Steven Hepting
airbnb,95724876,BuckSample,airbnb/BuckSample,airbnb,https://github.com/airbnb/BuckSample,https://github.com/airbnb/BuckSample.git,git@github.com:airbnb/BuckSample.git,An example app showing how Buck can be used to build a simple iOS app.,,,False,public,False,False,False,False,2017-06-29T01:07:24Z,2025-12-07T16:01:08Z,2023-12-22T20:46:29Z,227294,Objective-C,master,467,467,62,21,,,9fcec515985c9a98a89c0e7c2b662c6b963bd5c3,2022-06-08T02:54:22Z,Bump jmespath from 1.4.0 to 1.6.1 (#156),dependabot[bot]
airbnb,88900456,bugsnag-android,airbnb/bugsnag-android,airbnb,https://github.com/airbnb/bugsnag-android,https://github.com/airbnb/bugsnag-android.git,git@github.com:airbnb/bugsnag-android.git,Bugsnag crash reporting for Android apps,https://bugsnag.com,,False,public,True,False,False,False,2017-04-20T18:57:12Z,2021-02-28T07:38:10Z,2017-05-02T21:18:00Z,840,Java,master,6,6,3,0,MIT,MIT License,a2d00ca16a9d765c157d76f37e0d951934557f49,2017-03-17T18:08:34Z,Make NDK detection message less scary (#143),James Smith
airbnb,82008857,butterknife,airbnb/butterknife,airbnb,https://github.com/airbnb/butterknife,https://github.com/airbnb/butterknife.git,git@github.com:airbnb/butterknife.git,Bind Android views and callbacks to fields and methods.,http://jakewharton.github.io/butterknife/,,False,public,True,False,False,False,2017-02-15T01:53:38Z,2024-10-19T20:57:32Z,2019-10-09T12:42:55Z,3540,Java,master,4,4,2,0,Apache-2.0,Apache License 2.0,15ac7e263c879df29040726360b8898641318761,2017-10-30T04:12:36Z,Merge pull request #1122 from Macarse/macarse/removeDep,Jake Wharton
airbnb,14211912,camus,airbnb/camus,airbnb,https://github.com/airbnb/camus,https://github.com/airbnb/camus.git,git@github.com:airbnb/camus.git,Kafka to HDFS pipeline,,,False,public,True,False,False,False,2013-11-07T18:22:15Z,2024-01-28T18:03:23Z,2023-03-04T01:06:06Z,46144,Java,master,15,15,10,0,,,ab68d051e82a29f29047881d6e459b8409f56171,2016-05-31T17:19:00Z,Merge pull request #9 from yfrancis/yf-allow-etl-topic-dir-override,jason-z-hang
airbnb,9677499,chancery,airbnb/chancery,airbnb,https://github.com/airbnb/chancery,https://github.com/airbnb/chancery.git,git@github.com:airbnb/chancery.git,Automate on Github pushes,http://airbnb.github.io/chancery/,,False,public,False,False,False,False,2013-04-25T17:35:32Z,2023-10-27T07:56:49Z,2023-03-04T00:45:12Z,392,Java,master,18,18,17,0,Apache-2.0,Apache License 2.0,c8dc3e3e629f0ae0b6b746929d6f6a3a58ffd056,2014-02-05T04:58:16Z,pom.xml cleanup,Pierre Carrier
airbnb,300087031,chronon,airbnb/chronon,airbnb,https://github.com/airbnb/chronon,https://github.com/airbnb/chronon.git,git@github.com:airbnb/chronon.git,Chronon is a data platform for serving for AI/ML applications.,,ai;ml,False,public,False,False,False,False,2020-09-30T23:20:42Z,2026-01-26T19:02:52Z,2026-01-26T19:02:49Z,13553,Scala,main,960,960,87,80,Apache-2.0,Apache License 2.0,0fa77c2f7f71ddfeddb694a9479539d7be085858,2026-01-26T19:02:47Z,Add Claude Code customizations for Chronon OSS (#1084),camweston-stripe
