File Path,Option,Concept,Values,Changed internally,Removed
pom.xml,ExecutableName,maven,"['target/untitled-1.0-SNAPSHOT.jar', 'target/ward-1.0.0.jar', 'target/ward-1.0.0.war']",2,False
pom.xml,ExecutableNameNoVersion,maven,"['target/untitled.jar', 'target/ward.jar', 'target/ward.war']",2,False
pom.xml,file,maven,['pom.xml'],0,False
pom.xml,project.artifactId,maven,"['untitled', 'ward']",1,False
pom.xml,project.build.plugins.plugin.org.springframework.boot:spring-boot-maven-plugin.artifactId,maven,['spring-boot-maven-plugin'],0,False
pom.xml,project.build.plugins.plugin.org.springframework.boot:spring-boot-maven-plugin.groupId,maven,['org.springframework.boot'],0,False
pom.xml,project.dependencies.dependency.com.github.oshi:oshi-core:${oshiVersion}.artifactId,maven,['oshi-core'],0,False
pom.xml,project.dependencies.dependency.com.github.oshi:oshi-core:${oshiVersion}.groupId,maven,['com.github.oshi'],0,False
pom.xml,project.dependencies.dependency.com.github.oshi:oshi-core:${oshiVersion}.version,maven,['${oshiVersion}'],0,False
pom.xml,project.dependencies.dependency.com.google.code.gson:gson:${gsonVersion}.artifactId,maven,['gson'],0,False
pom.xml,project.dependencies.dependency.com.google.code.gson:gson:${gsonVersion}.groupId,maven,['com.google.code.gson'],0,False
pom.xml,project.dependencies.dependency.com.google.code.gson:gson:${gsonVersion}.version,maven,['${gsonVersion}'],0,False
pom.xml,project.dependencies.dependency.net.java.dev.jna:jna-platform:${jnaVersion}.artifactId,maven,['jna-platform'],0,False
pom.xml,project.dependencies.dependency.net.java.dev.jna:jna-platform:${jnaVersion}.groupId,maven,['net.java.dev.jna'],0,False
pom.xml,project.dependencies.dependency.net.java.dev.jna:jna-platform:${jnaVersion}.version,maven,['${jnaVersion}'],0,False
pom.xml,project.dependencies.dependency.net.java.dev.jna:jna:${jnaVersion}.artifactId,maven,['jna'],0,False
pom.xml,project.dependencies.dependency.net.java.dev.jna:jna:${jnaVersion}.groupId,maven,['net.java.dev.jna'],0,False
pom.xml,project.dependencies.dependency.net.java.dev.jna:jna:${jnaVersion}.version,maven,['${jnaVersion}'],0,False
pom.xml,project.dependencies.dependency.org.springframework.boot:spring-boot-starter-thymeleaf.artifactId,maven,['spring-boot-starter-thymeleaf'],0,False
pom.xml,project.dependencies.dependency.org.springframework.boot:spring-boot-starter-thymeleaf.groupId,maven,['org.springframework.boot'],0,False
pom.xml,project.dependencies.dependency.org.springframework.boot:spring-boot-starter-web.artifactId,maven,['spring-boot-starter-web'],0,False
pom.xml,project.dependencies.dependency.org.springframework.boot:spring-boot-starter-web.groupId,maven,['org.springframework.boot'],0,False
pom.xml,project.description,maven,"['Server Dashboard', 'Server dashboard']",1,True
pom.xml,project.groupId,maven,"['org.b-software', 'org.example']",1,False
pom.xml,project.modelVersion,maven,['4.0.0'],0,False
pom.xml,project.name,maven,['Ward'],0,True
pom.xml,project.packaging,maven,"['jar', 'war']",1,False
pom.xml,project.parent.artifactId,maven,['spring-boot-starter-parent'],0,False
pom.xml,project.parent.groupId,maven,['org.springframework.boot'],0,False
pom.xml,project.parent.version,maven,['2.2.7.RELEASE'],0,False
pom.xml,project.properties.gsonVersion,maven,['2.8.6'],0,False
pom.xml,project.properties.java.version,maven,['1.8'],0,True
pom.xml,project.properties.jnaVersion,maven,['5.5.0'],0,False
pom.xml,project.properties.oshiVersion,maven,['5.0.1'],0,False
pom.xml,project.version,maven,"['1.0-SNAPSHOT', '1.0.0']",1,False
src/main/resources/application.properties,file,spring,['src/main/resources/application.properties'],0,False
src/main/resources/application.properties,server.port,spring,"['80', '8080', '9000']",2,False
