File Path,Option,Concept,Values,Changed internally,Removed
config/src/main/resources/shared/account-service.yml,security.oauth2.client.accessTokenUri,yaml,['http://auth-service:5000/uaa/oauth/token'],0,False
config/src/main/resources/shared/account-service.yml,security.oauth2.client.clientId,yaml,['account-service'],0,False
config/src/main/resources/shared/account-service.yml,security.oauth2.client.clientSecret,yaml,['${ACCOUNT_SERVICE_PASSWORD}'],0,False
config/src/main/resources/shared/account-service.yml,security.oauth2.client.grant-type,yaml,['client_credentials'],0,False
config/src/main/resources/shared/account-service.yml,security.oauth2.client.scope,yaml,['server'],0,False
config/src/main/resources/shared/account-service.yml,server.context-path,yaml,['/accounts'],0,True
config/src/main/resources/shared/account-service.yml,server.port,yaml,"['6000', '7000']",1,False
config/src/main/resources/shared/account-service.yml,server.servlet.context-path,yaml,['/accounts'],0,False
config/src/main/resources/shared/account-service.yml,spring.data.mongodb.database,yaml,['piggymetrics'],0,False
config/src/main/resources/shared/account-service.yml,spring.data.mongodb.host,yaml,['account-mongodb'],0,False
config/src/main/resources/shared/account-service.yml,spring.data.mongodb.password,yaml,['${MONGODB_PASSWORD}'],0,False
config/src/main/resources/shared/account-service.yml,spring.data.mongodb.port,yaml,['27017'],0,False
config/src/main/resources/shared/account-service.yml,spring.data.mongodb.username,yaml,['user'],0,False
config/src/main/resources/shared/application.yml,eureka.client.serviceUrl.defaultZone,spring,['http://registry:8761/eureka/'],0,False
config/src/main/resources/shared/application.yml,eureka.instance.prefer-ip-address,spring,['True'],0,False
config/src/main/resources/shared/application.yml,hystrix.command.default.execution.isolation.thread.timeoutInMilliseconds,spring,['10000'],0,False
config/src/main/resources/shared/application.yml,logging.level.org.springframework.security,spring,['INFO'],0,False
config/src/main/resources/shared/application.yml,security.oauth2.resource.user-info-uri,spring,['http://auth-service:5000/uaa/users/current'],0,False
config/src/main/resources/shared/application.yml,spring.rabbitmq.host,spring,['rabbitmq'],0,False
config/src/main/resources/shared/auth-service.yml,server.context-path,yaml,['/uaa'],0,True
config/src/main/resources/shared/auth-service.yml,server.port,yaml,['5000'],0,False
config/src/main/resources/shared/auth-service.yml,server.servlet.context-path,yaml,['/uaa'],0,False
config/src/main/resources/shared/auth-service.yml,spring.data.mongodb.database,yaml,['piggymetrics'],0,False
config/src/main/resources/shared/auth-service.yml,spring.data.mongodb.host,yaml,['auth-mongodb'],0,False
config/src/main/resources/shared/auth-service.yml,spring.data.mongodb.password,yaml,['${MONGODB_PASSWORD}'],0,False
config/src/main/resources/shared/auth-service.yml,spring.data.mongodb.port,yaml,['27017'],0,False
config/src/main/resources/shared/auth-service.yml,spring.data.mongodb.username,yaml,['user'],0,False
config/src/main/resources/shared/gateway.yml,hystrix.command.default.execution.isolation.thread.timeoutInMilliseconds,yaml,['20000'],0,False
config/src/main/resources/shared/gateway.yml,ribbon.ConnectTimeout,yaml,['20000'],0,False
config/src/main/resources/shared/gateway.yml,ribbon.ReadTimeout,yaml,['20000'],0,False
config/src/main/resources/shared/gateway.yml,server.port,yaml,['4000'],0,False
config/src/main/resources/shared/gateway.yml,zuul.host.connect-timeout-millis,yaml,['20000'],0,False
config/src/main/resources/shared/gateway.yml,zuul.host.socket-timeout-millis,yaml,['20000'],0,False
config/src/main/resources/shared/gateway.yml,zuul.ignoredServices,yaml,['*'],0,False
config/src/main/resources/shared/gateway.yml,zuul.routes.account-service.path,yaml,['/accounts/**'],0,False
config/src/main/resources/shared/gateway.yml,zuul.routes.account-service.serviceId,yaml,['account-service'],0,False
config/src/main/resources/shared/gateway.yml,zuul.routes.account-service.stripPrefix,yaml,['false'],0,False
config/src/main/resources/shared/gateway.yml,zuul.routes.auth-service.path,yaml,['/uaa/**'],0,False
config/src/main/resources/shared/gateway.yml,zuul.routes.auth-service.stripPrefix,yaml,['false'],0,False
config/src/main/resources/shared/gateway.yml,zuul.routes.auth-service.url,yaml,['http://auth-service:5000'],0,False
config/src/main/resources/shared/gateway.yml,zuul.routes.notification-service.path,yaml,['/notifications/**'],0,False
config/src/main/resources/shared/gateway.yml,zuul.routes.notification-service.serviceId,yaml,['notification-service'],0,False
config/src/main/resources/shared/gateway.yml,zuul.routes.notification-service.stripPrefix,yaml,['false'],0,False
config/src/main/resources/shared/gateway.yml,zuul.routes.statistics-service.path,yaml,['/statistics/**'],0,False
config/src/main/resources/shared/gateway.yml,zuul.routes.statistics-service.serviceId,yaml,['statistics-service'],0,False
config/src/main/resources/shared/gateway.yml,zuul.routes.statistics-service.stripPrefix,yaml,['false'],0,False
config/src/main/resources/shared/monitoring.yml,server.port,yaml,['9000'],0,True
config/src/main/resources/shared/notification-service.yml,backup.cron,yaml,['0 0 12 * * *'],0,False
config/src/main/resources/shared/notification-service.yml,backup.email.attachment,yaml,['backup.json'],0,False
config/src/main/resources/shared/notification-service.yml,backup.email.subject,yaml,['PiggyMetrics account backup'],0,False
config/src/main/resources/shared/notification-service.yml,backup.email.text,yaml,"['Howdy, {0}. Your account backup is ready.\r\n\r\nCheers,\r\nPiggyMetrics team']",0,False
config/src/main/resources/shared/notification-service.yml,delay.value,yaml,['5000'],0,True
config/src/main/resources/shared/notification-service.yml,remind.cron,yaml,['0 0 0 * * *'],0,False
config/src/main/resources/shared/notification-service.yml,remind.email.subject,yaml,['PiggyMetrics reminder'],0,False
config/src/main/resources/shared/notification-service.yml,remind.email.text,yaml,"[""Hey, {0}! We''ve missed you here on PiggyMetrics. It''s time to check your budget statistics.\r\n\r\nCheers,\r\nPiggyMetrics team""]",0,False
config/src/main/resources/shared/notification-service.yml,security.oauth2.client.accessTokenUri,yaml,['http://auth-service:5000/uaa/oauth/token'],0,False
config/src/main/resources/shared/notification-service.yml,security.oauth2.client.clientId,yaml,['notification-service'],0,False
config/src/main/resources/shared/notification-service.yml,security.oauth2.client.clientSecret,yaml,['${NOTIFICATION_SERVICE_PASSWORD}'],0,False
config/src/main/resources/shared/notification-service.yml,security.oauth2.client.grant-type,yaml,['client_credentials'],0,False
config/src/main/resources/shared/notification-service.yml,security.oauth2.client.scope,yaml,['server'],0,False
config/src/main/resources/shared/notification-service.yml,server.context-path,yaml,['/notifications'],0,True
config/src/main/resources/shared/notification-service.yml,server.port,yaml,"['8000', '9000']",1,False
config/src/main/resources/shared/notification-service.yml,server.servlet.context-path,yaml,['/notifications'],0,False
config/src/main/resources/shared/notification-service.yml,spring.data.mongodb.database,yaml,['piggymetrics'],0,False
config/src/main/resources/shared/notification-service.yml,spring.data.mongodb.host,yaml,['notification-mongodb'],0,False
config/src/main/resources/shared/notification-service.yml,spring.data.mongodb.password,yaml,['${MONGODB_PASSWORD}'],0,False
config/src/main/resources/shared/notification-service.yml,spring.data.mongodb.port,yaml,['27017'],0,False
config/src/main/resources/shared/notification-service.yml,spring.data.mongodb.username,yaml,['user'],0,False
config/src/main/resources/shared/notification-service.yml,spring.mail.host,yaml,['smtp.gmail.com'],0,False
config/src/main/resources/shared/notification-service.yml,spring.mail.password,yaml,['dev-password'],0,False
config/src/main/resources/shared/notification-service.yml,spring.mail.port,yaml,['465'],0,False
config/src/main/resources/shared/notification-service.yml,spring.mail.properties.mail.smtp.auth,yaml,['true'],0,False
config/src/main/resources/shared/notification-service.yml,spring.mail.properties.mail.smtp.socketFactory.class,yaml,['javax.net.ssl.SSLSocketFactory'],0,False
config/src/main/resources/shared/notification-service.yml,spring.mail.properties.mail.smtp.socketFactory.fallback,yaml,['false'],0,False
config/src/main/resources/shared/notification-service.yml,spring.mail.properties.mail.smtp.socketFactory.port,yaml,['465'],0,False
config/src/main/resources/shared/notification-service.yml,spring.mail.properties.mail.smtp.ssl.enable,yaml,['true'],0,False
config/src/main/resources/shared/notification-service.yml,spring.mail.username,yaml,['dev-user'],0,False
config/src/main/resources/shared/registry.yml,server.port,yaml,['8761'],0,False
config/src/main/resources/shared/statistics-service.yml,rates.url,yaml,"['http://api.fixer.io', 'https://api.exchangeratesapi.io', 'https://exchangeratesapi.io/api']",2,False
config/src/main/resources/shared/statistics-service.yml,security.oauth2.client.accessTokenUri,yaml,['http://auth-service:5000/uaa/oauth/token'],0,False
config/src/main/resources/shared/statistics-service.yml,security.oauth2.client.clientId,yaml,['statistics-service'],0,False
config/src/main/resources/shared/statistics-service.yml,security.oauth2.client.clientSecret,yaml,['${STATISTICS_SERVICE_PASSWORD}'],0,False
config/src/main/resources/shared/statistics-service.yml,security.oauth2.client.grant-type,yaml,['client_credentials'],0,False
config/src/main/resources/shared/statistics-service.yml,security.oauth2.client.scope,yaml,['server'],0,False
config/src/main/resources/shared/statistics-service.yml,server.context-path,yaml,['/statistics'],0,True
config/src/main/resources/shared/statistics-service.yml,server.port,yaml,"['7000', '8000']",1,False
config/src/main/resources/shared/statistics-service.yml,server.servlet.context-path,yaml,['/statistics'],0,False
config/src/main/resources/shared/statistics-service.yml,spring.data.mongodb.database,yaml,['piggymetrics'],0,False
config/src/main/resources/shared/statistics-service.yml,spring.data.mongodb.host,yaml,['statistics-mongodb'],0,False
config/src/main/resources/shared/statistics-service.yml,spring.data.mongodb.password,yaml,['${MONGODB_PASSWORD}'],0,False
config/src/main/resources/shared/statistics-service.yml,spring.data.mongodb.port,yaml,['27017'],0,False
config/src/main/resources/shared/statistics-service.yml,spring.data.mongodb.username,yaml,['user'],0,False
docker-compose.dev.yml,services.account-mongodb.build,docker-compose,['mongodb'],0,False
docker-compose.dev.yml,services.account-mongodb.env_file,docker-compose,['dev.env'],0,True
docker-compose.dev.yml,services.account-mongodb.environment.MONGODB_PASSWORD,docker-compose,['dev-password'],0,True
docker-compose.dev.yml,services.account-mongodb.ports,docker-compose,"['26000:27017', '27001:27017', '27017:27017']",2,False
docker-compose.dev.yml,services.account-service.build,docker-compose,['account-service'],0,False
docker-compose.dev.yml,services.account-service.env_file,docker-compose,['dev.env'],0,True
docker-compose.dev.yml,services.account-service.environment.ACCOUNT_SERVICE_PASSWORD,docker-compose,['dev-password'],0,True
docker-compose.dev.yml,services.account-service.environment.CONFIG_SERVICE_PASSWORD,docker-compose,['dev-password'],0,True
docker-compose.dev.yml,services.account-service.environment.MONGODB_PASSWORD,docker-compose,['dev-password'],0,True
docker-compose.dev.yml,services.account-service.ports.container,docker-compose,"['6000', '7000']",1,False
docker-compose.dev.yml,services.account-service.ports.host,docker-compose,"['6000', '7000']",1,False
docker-compose.dev.yml,services.auth-mongodb.build,docker-compose,['mongodb'],0,False
docker-compose.dev.yml,services.auth-mongodb.environment.MONGODB_PASSWORD,docker-compose,['dev-password'],0,True
docker-compose.dev.yml,services.auth-mongodb.ports,docker-compose,"['25000:27017', '27000:27017']",1,False
docker-compose.dev.yml,services.auth-service.build,docker-compose,['auth-service'],0,False
docker-compose.dev.yml,services.auth-service.environment.ACCOUNT_SERVICE_PASSWORD,docker-compose,['dev-password'],0,True
docker-compose.dev.yml,services.auth-service.environment.CONFIG_SERVICE_PASSWORD,docker-compose,['dev-password'],0,True
docker-compose.dev.yml,services.auth-service.environment.MONGODB_PASSWORD,docker-compose,['dev-password'],0,True
docker-compose.dev.yml,services.auth-service.environment.NOTIFICATION_SERVICE_PASSWORD,docker-compose,['dev-password'],0,True
docker-compose.dev.yml,services.auth-service.environment.STATISTICS_SERVICE_PASSWORD,docker-compose,['dev-password'],0,True
docker-compose.dev.yml,services.auth-service.ports.container,docker-compose,['5000'],0,False
docker-compose.dev.yml,services.auth-service.ports.host,docker-compose,['5000'],0,False
docker-compose.dev.yml,services.config.build,docker-compose,['config'],0,False
docker-compose.dev.yml,services.config.environment.CONFIG_SERVICE_PASSWORD,docker-compose,['dev-password'],0,True
docker-compose.dev.yml,services.config.ports.container,docker-compose,['8888'],0,False
docker-compose.dev.yml,services.config.ports.host,docker-compose,['8888'],0,False
docker-compose.dev.yml,services.gateway.build,docker-compose,['gateway'],0,False
docker-compose.dev.yml,services.gateway.env_file,docker-compose,['dev.env'],0,True
docker-compose.dev.yml,services.gateway.environment.CONFIG_SERVICE_PASSWORD,docker-compose,['dev-password'],0,True
docker-compose.dev.yml,services.gateway.ports,docker-compose,['80:4000'],0,True
docker-compose.dev.yml,services.monitoring.build,docker-compose,['monitoring'],0,False
docker-compose.dev.yml,services.notification-mongodb.build,docker-compose,['mongodb'],0,False
docker-compose.dev.yml,services.notification-mongodb.environment.MONGODB_PASSWORD,docker-compose,['dev-password'],0,True
docker-compose.dev.yml,services.notification-mongodb.ports,docker-compose,"['27003:27017', '28000:27017']",1,False
docker-compose.dev.yml,services.notification-service.build,docker-compose,['notification-service'],0,False
docker-compose.dev.yml,services.notification-service.environment.CONFIG_SERVICE_PASSWORD,docker-compose,['dev-password'],0,True
docker-compose.dev.yml,services.notification-service.environment.MONGODB_PASSWORD,docker-compose,['dev-password'],0,True
docker-compose.dev.yml,services.notification-service.environment.NOTIFICATION_SERVICE_PASSWORD,docker-compose,['dev-password'],0,True
docker-compose.dev.yml,services.notification-service.ports.container,docker-compose,"['8000', '9000']",1,False
docker-compose.dev.yml,services.notification-service.ports.host,docker-compose,"['8000', '9000']",1,False
docker-compose.dev.yml,services.rabbitmq.ports,docker-compose,['15672:15672'],0,True
docker-compose.dev.yml,services.rabbitmq.ports.container,docker-compose,['5672'],0,False
docker-compose.dev.yml,services.rabbitmq.ports.host,docker-compose,['5672'],0,False
docker-compose.dev.yml,services.registry.build,docker-compose,['registry'],0,False
docker-compose.dev.yml,services.registry.env_file,docker-compose,['dev.env'],0,True
docker-compose.dev.yml,services.registry.environment.CONFIG_SERVICE_PASSWORD,docker-compose,['dev-password'],0,True
docker-compose.dev.yml,services.registry.ports.container,docker-compose,['8761'],0,True
docker-compose.dev.yml,services.registry.ports.host,docker-compose,['8761'],0,True
docker-compose.dev.yml,services.statistics-mongodb.build,docker-compose,['mongodb'],0,False
docker-compose.dev.yml,services.statistics-mongodb.environment.MONGODB_PASSWORD,docker-compose,['dev-password'],0,True
docker-compose.dev.yml,services.statistics-mongodb.ports,docker-compose,"['27000:27017', '27002:27017']",1,False
docker-compose.dev.yml,services.statistics-service.build,docker-compose,['statistics-service'],0,False
docker-compose.dev.yml,services.statistics-service.environment.CONFIG_SERVICE_PASSWORD,docker-compose,['dev-password'],0,True
docker-compose.dev.yml,services.statistics-service.environment.MONGODB_PASSWORD,docker-compose,['dev-password'],0,True
docker-compose.dev.yml,services.statistics-service.environment.STATISTICS_SERVICE_PASSWORD,docker-compose,['dev-password'],0,True
docker-compose.dev.yml,services.statistics-service.ports.container,docker-compose,"['7000', '8000']",1,False
docker-compose.dev.yml,services.statistics-service.ports.host,docker-compose,"['7000', '8000']",1,False
docker-compose.dev.yml,services.turbine-stream-service.build,docker-compose,['turbine-stream-service'],0,False
docker-compose.dev.yml,version,docker-compose,"['2', '2.1']",1,False
docker-compose.yml,account-mongodb.build,docker-compose,['mongodb'],0,True
docker-compose.yml,account-mongodb.env_file,docker-compose,['dev.env'],0,True
docker-compose.yml,account-mongodb.environment.INIT_DUMP,docker-compose,['account_dump.js'],0,True
docker-compose.yml,account-mongodb.ports,docker-compose,['27017:27017'],0,True
docker-compose.yml,account-mongodb.restart,docker-compose,['always'],0,True
docker-compose.yml,account-service.build,docker-compose,['account-service'],0,True
docker-compose.yml,account-service.env_file,docker-compose,['dev.env'],0,True
docker-compose.yml,account-service.ports.container,docker-compose,['8080'],0,True
docker-compose.yml,account-service.ports.host,docker-compose,['9000'],0,True
docker-compose.yml,account-service.restart,docker-compose,['always'],0,True
docker-compose.yml,gateway.build,docker-compose,['gateway'],0,True
docker-compose.yml,gateway.ports,docker-compose,['80:8080'],0,True
docker-compose.yml,gateway.restart,docker-compose,['always'],0,True
docker-compose.yml,redis.image,docker-compose,['redis'],0,True
docker-compose.yml,redis.ports.container,docker-compose,['6379'],0,True
docker-compose.yml,redis.ports.host,docker-compose,['6379'],0,True
docker-compose.yml,redis.restart,docker-compose,['always'],0,True
docker-compose.yml,services.account-mongodb.build,docker-compose,['mongodb'],0,True
docker-compose.yml,services.account-mongodb.environment.INIT_DUMP,docker-compose,"['account-service-dump.js', 'account_dump.js']",1,False
docker-compose.yml,services.account-mongodb.environment.MONGODB_PASSWORD,docker-compose,['$MONGODB_PASSWORD'],0,False
docker-compose.yml,services.account-mongodb.image,docker-compose,"['sqshq/piggymetrics-account-mongodb', 'sqshq/piggymetrics-mongodb']",1,False
docker-compose.yml,services.account-mongodb.logging.options.max-file,docker-compose,['10'],0,False
docker-compose.yml,services.account-mongodb.logging.options.max-size,docker-compose,"['10m', '30m']",1,False
docker-compose.yml,services.account-mongodb.restart,docker-compose,['always'],0,False
docker-compose.yml,services.account-service.depends_on.config.condition,docker-compose,['service_healthy'],0,False
docker-compose.yml,services.account-service.environment.ACCOUNT_SERVICE_PASSWORD,docker-compose,['$ACCOUNT_SERVICE_PASSWORD'],0,False
docker-compose.yml,services.account-service.environment.CONFIG_SERVICE_PASSWORD,docker-compose,['$CONFIG_SERVICE_PASSWORD'],0,False
docker-compose.yml,services.account-service.environment.MONGODB_PASSWORD,docker-compose,['$MONGODB_PASSWORD'],0,False
docker-compose.yml,services.account-service.image,docker-compose,['sqshq/piggymetrics-account-service'],0,False
docker-compose.yml,services.account-service.logging.options.max-file,docker-compose,['10'],0,False
docker-compose.yml,services.account-service.logging.options.max-size,docker-compose,"['10m', '30m']",1,False
docker-compose.yml,services.account-service.restart,docker-compose,['always'],0,False
docker-compose.yml,services.auth-mongodb.build,docker-compose,['mongodb'],0,True
docker-compose.yml,services.auth-mongodb.environment.INIT_DUMP,docker-compose,['auth-service-dump.js'],0,True
docker-compose.yml,services.auth-mongodb.environment.MONGODB_PASSWORD,docker-compose,['$MONGODB_PASSWORD'],0,False
docker-compose.yml,services.auth-mongodb.image,docker-compose,"['sqshq/piggymetrics-auth-mongodb', 'sqshq/piggymetrics-mongodb']",1,False
docker-compose.yml,services.auth-mongodb.logging.options.max-file,docker-compose,['10'],0,False
docker-compose.yml,services.auth-mongodb.logging.options.max-size,docker-compose,"['10m', '30m']",1,False
docker-compose.yml,services.auth-mongodb.restart,docker-compose,['always'],0,False
docker-compose.yml,services.auth-service.depends_on.config.condition,docker-compose,['service_healthy'],0,False
docker-compose.yml,services.auth-service.environment.ACCOUNT_SERVICE_PASSWORD,docker-compose,['$ACCOUNT_SERVICE_PASSWORD'],0,False
docker-compose.yml,services.auth-service.environment.CONFIG_SERVICE_PASSWORD,docker-compose,['$CONFIG_SERVICE_PASSWORD'],0,False
docker-compose.yml,services.auth-service.environment.MONGODB_PASSWORD,docker-compose,['$MONGODB_PASSWORD'],0,False
docker-compose.yml,services.auth-service.environment.NOTIFICATION_SERVICE_PASSWORD,docker-compose,['$NOTIFICATION_SERVICE_PASSWORD'],0,False
docker-compose.yml,services.auth-service.environment.STATISTICS_SERVICE_PASSWORD,docker-compose,['$STATISTICS_SERVICE_PASSWORD'],0,False
docker-compose.yml,services.auth-service.image,docker-compose,['sqshq/piggymetrics-auth-service'],0,False
docker-compose.yml,services.auth-service.logging.options.max-file,docker-compose,['10'],0,False
docker-compose.yml,services.auth-service.logging.options.max-size,docker-compose,"['10m', '30m']",1,False
docker-compose.yml,services.auth-service.restart,docker-compose,['always'],0,False
docker-compose.yml,services.config.environment.CONFIG_SERVICE_PASSWORD,docker-compose,['$CONFIG_SERVICE_PASSWORD'],0,False
docker-compose.yml,services.config.image,docker-compose,['sqshq/piggymetrics-config'],0,False
docker-compose.yml,services.config.logging.options.max-file,docker-compose,['10'],0,False
docker-compose.yml,services.config.logging.options.max-size,docker-compose,['10m'],0,False
docker-compose.yml,services.config.restart,docker-compose,['always'],0,False
docker-compose.yml,services.gateway.depends_on.config.condition,docker-compose,['service_healthy'],0,False
docker-compose.yml,services.gateway.environment.CONFIG_SERVICE_PASSWORD,docker-compose,['$CONFIG_SERVICE_PASSWORD'],0,False
docker-compose.yml,services.gateway.image,docker-compose,['sqshq/piggymetrics-gateway'],0,False
docker-compose.yml,services.gateway.logging.options.max-file,docker-compose,['10'],0,False
docker-compose.yml,services.gateway.logging.options.max-size,docker-compose,"['10m', '30m']",1,False
docker-compose.yml,services.gateway.ports,docker-compose,['80:4000'],0,False
docker-compose.yml,services.gateway.restart,docker-compose,['always'],0,False
docker-compose.yml,services.monitoring.depends_on.config.condition,docker-compose,['service_healthy'],0,False
docker-compose.yml,services.monitoring.environment.CONFIG_SERVICE_PASSWORD,docker-compose,['$CONFIG_SERVICE_PASSWORD'],0,False
docker-compose.yml,services.monitoring.image,docker-compose,['sqshq/piggymetrics-monitoring'],0,False
docker-compose.yml,services.monitoring.logging.options.max-file,docker-compose,['10'],0,False
docker-compose.yml,services.monitoring.logging.options.max-size,docker-compose,['10m'],0,False
docker-compose.yml,services.monitoring.ports.container,docker-compose,['8080'],0,False
docker-compose.yml,services.monitoring.ports.host,docker-compose,['9000'],0,False
docker-compose.yml,services.monitoring.restart,docker-compose,['always'],0,False
docker-compose.yml,services.notification-mongodb.build,docker-compose,['mongodb'],0,True
docker-compose.yml,services.notification-mongodb.environment.MONGODB_PASSWORD,docker-compose,['$MONGODB_PASSWORD'],0,False
docker-compose.yml,services.notification-mongodb.image,docker-compose,"['sqshq/piggymetrics-mongodb', 'sqshq/piggymetrics-notification-mongodb']",1,False
docker-compose.yml,services.notification-mongodb.logging.options.max-file,docker-compose,['10'],0,False
docker-compose.yml,services.notification-mongodb.logging.options.max-size,docker-compose,['10m'],0,False
docker-compose.yml,services.notification-mongodb.restart,docker-compose,['always'],0,False
docker-compose.yml,services.notification-service.depends_on.config.condition,docker-compose,['service_healthy'],0,False
docker-compose.yml,services.notification-service.environment.CONFIG_SERVICE_PASSWORD,docker-compose,['$CONFIG_SERVICE_PASSWORD'],0,False
docker-compose.yml,services.notification-service.environment.MONGODB_PASSWORD,docker-compose,['$MONGODB_PASSWORD'],0,False
docker-compose.yml,services.notification-service.environment.NOTIFICATION_SERVICE_PASSWORD,docker-compose,['$NOTIFICATION_SERVICE_PASSWORD'],0,False
docker-compose.yml,services.notification-service.image,docker-compose,['sqshq/piggymetrics-notification-service'],0,False
docker-compose.yml,services.notification-service.logging.options.max-file,docker-compose,['10'],0,False
docker-compose.yml,services.notification-service.logging.options.max-size,docker-compose,['10m'],0,False
docker-compose.yml,services.notification-service.restart,docker-compose,['always'],0,False
docker-compose.yml,services.rabbitmq.image,docker-compose,['rabbitmq:3-management'],0,False
docker-compose.yml,services.rabbitmq.logging.options.max-file,docker-compose,['10'],0,False
docker-compose.yml,services.rabbitmq.logging.options.max-size,docker-compose,['10m'],0,False
docker-compose.yml,services.rabbitmq.ports,docker-compose,['15672:15672'],0,False
docker-compose.yml,services.rabbitmq.restart,docker-compose,['always'],0,False
docker-compose.yml,services.registry.depends_on.config.condition,docker-compose,['service_healthy'],0,False
docker-compose.yml,services.registry.environment.CONFIG_SERVICE_PASSWORD,docker-compose,['$CONFIG_SERVICE_PASSWORD'],0,False
docker-compose.yml,services.registry.image,docker-compose,['sqshq/piggymetrics-registry'],0,False
docker-compose.yml,services.registry.logging.options.max-file,docker-compose,['10'],0,False
docker-compose.yml,services.registry.logging.options.max-size,docker-compose,"['10m', '30m']",1,False
docker-compose.yml,services.registry.ports.container,docker-compose,['8761'],0,False
docker-compose.yml,services.registry.ports.host,docker-compose,['8761'],0,False
docker-compose.yml,services.registry.restart,docker-compose,['always'],0,False
docker-compose.yml,services.statistics-mongodb.build,docker-compose,['mongodb'],0,True
docker-compose.yml,services.statistics-mongodb.environment.MONGODB_PASSWORD,docker-compose,"['$MONGODB_PASSWORD', '${MONGODB_PASSWORD}']",1,False
docker-compose.yml,services.statistics-mongodb.image,docker-compose,"['sqshq/piggymetrics-mongodb', 'sqshq/piggymetrics-statistics-mongodb']",1,False
docker-compose.yml,services.statistics-mongodb.logging.options.max-file,docker-compose,['10'],0,False
docker-compose.yml,services.statistics-mongodb.logging.options.max-size,docker-compose,['10m'],0,False
docker-compose.yml,services.statistics-mongodb.restart,docker-compose,['always'],0,False
docker-compose.yml,services.statistics-service.depends_on.config.condition,docker-compose,['service_healthy'],0,False
docker-compose.yml,services.statistics-service.environment.CONFIG_SERVICE_PASSWORD,docker-compose,['$CONFIG_SERVICE_PASSWORD'],0,False
docker-compose.yml,services.statistics-service.environment.MONGODB_PASSWORD,docker-compose,['$MONGODB_PASSWORD'],0,False
docker-compose.yml,services.statistics-service.environment.STATISTICS_SERVICE_PASSWORD,docker-compose,['$STATISTICS_SERVICE_PASSWORD'],0,False
docker-compose.yml,services.statistics-service.image,docker-compose,"['sqshq/piggymetrics-statistics-mongodb', 'sqshq/piggymetrics-statistics-service']",1,False
docker-compose.yml,services.statistics-service.logging.options.max-file,docker-compose,['10'],0,False
docker-compose.yml,services.statistics-service.logging.options.max-size,docker-compose,['10m'],0,False
docker-compose.yml,services.statistics-service.restart,docker-compose,['always'],0,False
docker-compose.yml,services.turbine-stream-service.depends_on.config.condition,docker-compose,['service_healthy'],0,False
docker-compose.yml,services.turbine-stream-service.environment.CONFIG_SERVICE_PASSWORD,docker-compose,['$CONFIG_SERVICE_PASSWORD'],0,False
docker-compose.yml,services.turbine-stream-service.image,docker-compose,['sqshq/piggymetrics-turbine-stream-service'],0,False
docker-compose.yml,services.turbine-stream-service.logging.options.max-file,docker-compose,['10'],0,False
docker-compose.yml,services.turbine-stream-service.logging.options.max-size,docker-compose,['10m'],0,False
docker-compose.yml,services.turbine-stream-service.ports.container,docker-compose,['8989'],0,False
docker-compose.yml,services.turbine-stream-service.ports.host,docker-compose,['8989'],0,False
docker-compose.yml,services.turbine-stream-service.restart,docker-compose,['always'],0,False
docker-compose.yml,version,docker-compose,"['2', '2.1']",1,False
gateway/.mvn/wrapper/maven-wrapper.properties,distributionurl,configparser,['https://repo1.maven.org/maven2/org/apache/maven/apache-maven/3.3.3/apache-maven-3.3.3-bin.zip'],0,True
gateway/Dockerfile,ADD,docker,['./target/gateway.jar /app/'],0,False
gateway/Dockerfile,CMD,docker,"['java -Xmx200m -jar /app/gateway.jar', 'java -jar /app/gateway.jar']",1,False
gateway/Dockerfile,EXPOSE,docker,"['4000', '8080']",1,False
gateway/Dockerfile,FROM,docker,['java:8-jre'],0,False
gateway/pom.xml,ExecutableName,maven,['target/gateway-1.0-SNAPSHOT.jar'],0,False
gateway/pom.xml,ExecutableNameNoVersion,maven,['target/gateway.jar'],0,False
gateway/pom.xml,project.artifactId,maven,['gateway'],0,False
gateway/pom.xml,project.build.plugins.plugin.org.jacoco:jacoco-maven-plugin.artifactId,maven,['jacoco-maven-plugin'],0,True
gateway/pom.xml,project.build.plugins.plugin.org.jacoco:jacoco-maven-plugin.groupId,maven,['org.jacoco'],0,True
gateway/pom.xml,project.build.plugins.plugin.org.jacoco:jacoco-maven-plugin:0.7.5.201505241946.artifactId,maven,['jacoco-maven-plugin'],0,True
gateway/pom.xml,project.build.plugins.plugin.org.jacoco:jacoco-maven-plugin:0.7.5.201505241946.executions.execution.id,maven,['report'],0,True
gateway/pom.xml,project.build.plugins.plugin.org.jacoco:jacoco-maven-plugin:0.7.5.201505241946.executions.execution.phase,maven,['test'],0,True
gateway/pom.xml,project.build.plugins.plugin.org.jacoco:jacoco-maven-plugin:0.7.5.201505241946.groupId,maven,['org.jacoco'],0,True
gateway/pom.xml,project.build.plugins.plugin.org.jacoco:jacoco-maven-plugin:0.7.5.201505241946.version,maven,['0.7.5.201505241946'],0,True
gateway/pom.xml,project.build.plugins.plugin.org.springframework.boot:spring-boot-maven-plugin.artifactId,maven,['spring-boot-maven-plugin'],0,False
gateway/pom.xml,project.build.plugins.plugin.org.springframework.boot:spring-boot-maven-plugin.configuration.finalName,maven,['${project.name}'],0,False
gateway/pom.xml,project.build.plugins.plugin.org.springframework.boot:spring-boot-maven-plugin.groupId,maven,['org.springframework.boot'],0,False
