File Path,Option,Concept,Values,Changed internally,Removed
.mvn/wrapper/maven-wrapper.properties,distributionurl,configparser,['https://repo.maven.apache.org/maven2/org/apache/maven/apache-maven/3.6.3/apache-maven-3.6.3-bin.zip'],0,False
.mvn/wrapper/maven-wrapper.properties,file,configparser,['.mvn/wrapper/maven-wrapper.properties'],0,False
.mvn/wrapper/maven-wrapper.properties,wrapperurl,configparser,['https://repo.maven.apache.org/maven2/io/takari/maven-wrapper/0.5.6/maven-wrapper-0.5.6.jar'],0,False
Dockerfile,ADD.dest,docker,['taskManager-0.0.1-SNAPSHOT.jar'],0,True
Dockerfile,ADD.src,docker,['target/taskManager-0.0.1-SNAPSHOT.jar'],0,True
Dockerfile,COPY.dest,docker,['taskManager-0.0.1-SNAPSHOT.jar'],0,False
Dockerfile,COPY.src,docker,['target/taskManager-0.0.1-SNAPSHOT.jar'],0,False
Dockerfile,ENTRYPOINT.exec_command,docker,['java -jar taskManager-0.0.1-SNAPSHOT.jar'],0,False
Dockerfile,ENTRYPOINT.param0,docker,['java'],0,False
Dockerfile,ENTRYPOINT.param1,docker,['-jar'],0,False
Dockerfile,ENTRYPOINT.param2,docker,['taskManager-0.0.1-SNAPSHOT.jar'],0,False
Dockerfile,EXPOSE,docker,['8080'],0,True
Dockerfile,FROM,docker,"['java:8', 'openjdk:8']",1,False
Dockerfile,VOLUME,docker,['/tmp'],0,True
Dockerfile,file,docker,['Dockerfile'],0,False
docker-compose.dev.yml,file,docker-compose,['docker-compose.dev.yml'],0,False
docker-compose.dev.yml,services.app.command.-Dspring.profiles.active,docker-compose,['dev'],0,False
docker-compose.dev.yml,services.app.environment.SPRING_PROFILES_ACTIVE,docker-compose,['dev'],0,False
docker-compose.dev.yml,services.docker-mysql.environment.MYSQL_DATABASE,docker-compose,['taskManager_dev'],0,False
docker-compose.dev.yml,services.docker-mysql.environment.MYSQL_PASSWORD,docker-compose,['dev_user'],0,False
docker-compose.dev.yml,services.docker-mysql.environment.MYSQL_USER,docker-compose,['dev_user'],0,False
docker-compose.dev.yml,version,docker-compose,['3'],0,False
docker-compose.yml,file,docker-compose,['docker-compose.yml'],0,False
docker-compose.yml,services.app.build,docker-compose,['./'],0,False
docker-compose.yml,services.app.depends_on,docker-compose,['docker-mysql'],0,False
